date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:27:41	23016/23016	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2006:27:33%20GMT	https://monumentaltrustbankinc.com/	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/index.html	(from )
07:27:42	202/202	---M-Z	302	error ('Found')	text/html	date:Fri,%2018%20Aug%202023%2006:27:33%20GMT	https://monumentaltrustbankinc.com/robots.txt		(from )
07:27:42	9420/9420	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Jun%202023%2006:13:53%20GMT	https://monumentaltrustbankinc.com/assets/image/logo.png	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/assets/image/logo.png	(from https://monumentaltrustbankinc.com/)
07:27:43	55986/55986	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:28%20GMT	https://monumentaltrustbankinc.com/frontassets/css/all.min.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/all.min.css	(from https://monumentaltrustbankinc.com/)
07:27:43	9755/9755	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:30%20GMT	https://monumentaltrustbankinc.com/frontassets/css/pe-icon-7-stroke.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/pe-icon-7-stroke.css	(from https://monumentaltrustbankinc.com/)
07:27:43	40301/40301	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:32%20GMT	https://monumentaltrustbankinc.com/frontassets/css/roysha-icons.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/roysha-icons.css	(from https://monumentaltrustbankinc.com/)
07:27:44	6454/6454	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20May%202019%2020:31:44%20GMT	https://monumentaltrustbankinc.com/assets/admin/css/toastr.min.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/assets/admin/css/toastr.min.css	(from https://monumentaltrustbankinc.com/)
07:27:44	155758/155758	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:28%20GMT	https://monumentaltrustbankinc.com/frontassets/css/bootstrap.min.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/bootstrap.min.css	(from https://monumentaltrustbankinc.com/)
07:27:45	3351/3351	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:30%20GMT	https://monumentaltrustbankinc.com/frontassets/css/owl.carousel.min.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/owl.carousel.min.css	(from https://monumentaltrustbankinc.com/)
07:27:45	12795/12795	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:28%20GMT	https://monumentaltrustbankinc.com/frontassets/css/jquery.fancybox.min.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/jquery.fancybox.min.css	(from https://monumentaltrustbankinc.com/)
07:27:46	15823/15823	---M-Z	200	added ('OK')	text/css	etag:W/%223dcf-yUSO+/Irxvb7u7/rvWVmQrqxN2c%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/css/select2.min.css	C:/Users/TUNTECH/Desktop/pls/please%20work/cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/css/select2.min.css	(from https://monumentaltrustbankinc.com/)
07:27:47	72443/72443	---M-Z	200	added ('OK')	application/javascript	etag:W/%2211afb-s2c359KmWBXECshtBQLwy7i5utg%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/js/select2.min.js	C:/Users/TUNTECH/Desktop/pls/please%20work/cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/js/select2.min.js	(from https://monumentaltrustbankinc.com/)
07:27:48	4007/4007	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:30%20GMT	https://monumentaltrustbankinc.com/frontassets/css/nice-select.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/nice-select.css	(from https://monumentaltrustbankinc.com/)
07:27:48	91053/91053	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:32%20GMT	https://monumentaltrustbankinc.com/frontassets/css/style.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/style.css	(from https://monumentaltrustbankinc.com/)
07:27:48	0/0	---M--	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2022:16:28%20GMT	https://monumentaltrustbankinc.com/frontassets/css/custom.css	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/frontassets/css/custom.css	(from https://monumentaltrustbankinc.com/)
07:27:49	22814/22814	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2006:27:44%20GMT	https://monumentaltrustbankinc.com/about	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/about.html	(from https://monumentaltrustbankinc.com/)
07:27:49	20532/20532	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2006:27:44%20GMT	https://monumentaltrustbankinc.com/faq	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/faq.html	(from https://monumentaltrustbankinc.com/)
07:27:50	8775/8775	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Aug%202023%2006:27:45%20GMT	https://monumentaltrustbankinc.com/contact	C:/Users/TUNTECH/Desktop/pls/please%20work/monumentaltrustbankinc.com/contact.html	(from https://monumentaltrustbankinc.com/)
